key,asset_team,well,category,entry_type,well_name_meta,bytes,parse_source,parsed_ref
FP GRIFFIN/FINCHER-HOWARD (SA) 1H/Financial/Field Tickets/Ticket Loader updated Area 1 New Tex -- 9-14-22.xlsx,FP GRIFFIN,FINCHER-HOWARD (SA) 1H,Financial/Field Tickets,Field Ticket,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0144.xlsx.json
FP GRIFFIN/PBM RAGLE 1H/Financial/Field Tickets/PBM Ragle 1H.ndg,FP GRIFFIN,PBM RAGLE 1H,Financial/Field Tickets,Field Ticket,,,pilot-error,
"FP GRIFFIN/BOLES, VERDIA 1H/Financial/Field Tickets/Ticket Loader updated Area 1 New Tex -- 9-8-22 & 9-9-22.xlsx",FP GRIFFIN,"BOLES, VERDIA 1H",Financial/Field Tickets,Field Ticket,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0146.xlsx.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Drilling/Directional/78936_Wrangler STX Unit N734H_MWD Surveys_Final.xlsm,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Drilling/Directional,Final Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0147.xlsm.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S732H/Drilling/Directional/FINAL REVIVAL-STX-UNIT-A S732H MWD Computed Survey.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S732H,Drilling/Directional,Final Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0148.pdf.json
FP GRIFFIN/CLEVELAND FEDERAL 4H/Drilling/Directional/42-439-36667_Cleveland Federal #4H_Final Surveys.xls,FP GRIFFIN,CLEVELAND FEDERAL 4H,Drilling/Directional,Final Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0149.xls.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S617HF/Drilling/Directional/1364889-176566-RM-260105_Bull Mountain-31-18-DIV S617HF_Survey Cert with Surveys.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S617HF,Drilling/Directional,Final Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0150.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Drilling/Directional/78935_Wrangler_STX_Unit_N732H_MWD Surveys_Final.xlsm,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Drilling/Directional,Final Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0151.xlsm.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S513HF/Drilling/Directional/RM-260107_EOW_Bull Mountain-31-18-DIV S513HF-surveys.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S513HF,Drilling/Directional,Final Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0152.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S732H/Drilling/Geosteering/Patt 285 - Revival STX Unit A S732H - Geosteering Report at TD - 0900hrs - 03-21-2026.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S732H,Drilling/Geosteering,Final Geosteering Interpretation,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0153.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Drilling/Geosteering/Patt 285 - Revival STX Unit A S724H ST01 - Geosteering Report at TD - 2130hrs - 03-03-2026.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Drilling/Geosteering,Final Geosteering Interpretation,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0154.pdf.json
"WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S611HF/Drilling/Geosteering/Bull Mountain-31-18-DIV S611HF - 3_19_2026, 4_59_19 PM.pdf",WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S611HF,Drilling/Geosteering,Final Geosteering Interpretation,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0155.pdf.json
"WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S513HF/Drilling/Geosteering/Bull Mountain-31-18-DIV S513HF - 3_8_2026, 5_12_33 AM.pdf",WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S513HF,Drilling/Geosteering,Final Geosteering Interpretation,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0156.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S515HF/Drilling/Geosteering/Bull Mountain-31-18-DIV S515HF _GEO EOW RPT 02-26-2026.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S515HF,Drilling/Geosteering,Final Geosteering Interpretation,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0157.pdf.json
WESTLAKE RESOURCES/MAVERICK-22-10-BND N618H/Drilling/Geosteering/Maverick 22-10-BND N618H _GEO EOW RPT 01-24-2026.pdf,WESTLAKE RESOURCES,MAVERICK-22-10-BND N618H,Drilling/Geosteering,Final Geosteering Interpretation,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0158.pdf.json
FP GRIFFIN/HILL TOP RANCH 1H/Logs & Surveys/LWD/HILL-TOP-RANCH-1H_422513452100_GR_Final-Log-2-In-MD.pdf,FP GRIFFIN,HILL TOP RANCH 1H,Logs & Surveys/LWD,Final LWD Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0159.pdf.json
FP GRIFFIN/HOLLINGSWORTH GARY 1H/Logs & Surveys/LWD/HOLLINGSWORTH-GARY-1_422513092300_GR_MD.tif,FP GRIFFIN,HOLLINGSWORTH GARY 1H,Logs & Surveys/LWD,Final LWD Composite,,,pilot-failed,
FP GRIFFIN/BRUBAKER-ABNER 1/Logs & Surveys/LWD/BRUBAKER-ABNER-1P_422513098800_GAMMA_WIRELINE_5527968.TIF,FP GRIFFIN,BRUBAKER-ABNER 1,Logs & Surveys/LWD,Final LWD Composite,,,pilot-failed,
FP GRIFFIN/COX 2H/Logs & Surveys/LWD/COX-2H_423673403900_GR_MD.pdf,FP GRIFFIN,COX 2H,Logs & Surveys/LWD,Final LWD Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0162.pdf.json
FP GRIFFIN/CHRISTINE'S LUCKY DRAW 1H/Logs & Surveys/LWD/CHRISTINES-LUCKY-DRAW-1_422213111700_GR_Final-2-TVD.pdf,FP GRIFFIN,CHRISTINE'S LUCKY DRAW 1H,Logs & Surveys/LWD,Final LWD Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0163.pdf.json
FP GRIFFIN/DONEGAL HILLS 3/Logs & Surveys/LWD/DONEGAL-HILLS-3_424393160200_GR_MD.tif,FP GRIFFIN,DONEGAL HILLS 3,Logs & Surveys/LWD,Final LWD Composite,,,pilot-failed,
"FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Logs & Surveys/Mass Spec/157068_FORMENTERA_WRANGLER-STX-UNIT N732H_SMWD Logs_23,486'MD_FINAL.pdf",FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Logs & Surveys/Mass Spec,Final Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0165.pdf.json
"FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Logs & Surveys/Mass Spec/157068_FORMENTERA_DONUT-PALACE-STX-UNIT-S733H_SLWD Logs_21,084'MD_FINAL.pdf",FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Logs & Surveys/Mass Spec,Final Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0166.pdf.json
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Logs & Surveys/Mass Spec/149503_FORMENTERA_REVIVAL-STX-UNIT-B-S736H_SLWD Logs_22,573'MD_FINAL.pdf",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Logs & Surveys/Mass Spec,Final Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0167.pdf.json
"FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Logs & Surveys/Mass Spec/157068_FORMENTERA_WRANGLER-STX-UNIT N734H_SLWD Logs_22,975'MD_FINAL.pdf",FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Logs & Surveys/Mass Spec,Final Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0168.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S732H/Drilling/Mud & Fluids/42163343880000_Sample Manifest_Formentera_Revival-STX-Unit-A-S732H_03-21-2026.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S732H,Drilling/Mud & Fluids,Final Mud Log Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0169.pdf.json
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/Mud & Fluids/42163343970000_Donut Palace-STX-Unit-S733H_Formentera_XRF_WITS_FINAL.xlsx,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/Mud & Fluids,Final Mud Log Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0170.xlsx.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Mud & Fluids/42163343990000_Hooey-STX-Unit-C-N736H_Formentera_5in_Mudlog_FINAL.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Mud & Fluids,Final Mud Log Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0171.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Drilling/Mud & Fluids/42163343820000_Sample Inventory_Formentera_Wrangler-STX-Unit-N731H_01302026_WET.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Drilling/Mud & Fluids,Final Mud Log Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0172.pdf.json
"WESTLAKE RESOURCES/FONDA-23-23-BAL W112DW/Drilling/Mud & Fluids/Fonda-23-23-BAL W112DW - 5_2_2026, 4_22_51 PM.pdf",WESTLAKE RESOURCES,FONDA-23-23-BAL W112DW,Drilling/Mud & Fluids,Final Mud Log Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0173.pdf.json
"WESTLAKE RESOURCES/FONDA-23-02-BAL N513HF/Drilling/Mud & Fluids/Fonda-23-02-BAL N513HF - 4_30_2026, 12_54_02 PM.pdf",WESTLAKE RESOURCES,FONDA-23-02-BAL N513HF,Drilling/Mud & Fluids,Final Mud Log Composite,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0174.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Logs & Surveys/PVA/Revival STX Unit A S724H OH FINAL Survey Report.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Logs & Surveys/PVA,Final PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0175.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Logs & Surveys/PVA/Wrangler-STX-Unit-N731H - Final PVA Wallplot.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Logs & Surveys/PVA,Final PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0176.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N513HF/Logs & Surveys/PVA/Fonda-23-02-BAL N513HF Final Survey Report.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N513HF,Logs & Surveys/PVA,Final PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0177.pdf.json
WESTLAKE RESOURCES/MAVERICK-22-10-BND N618H/Logs & Surveys/PVA/Formentera - Maverick 22-10-BND N618H FINAL.xlsx,WESTLAKE RESOURCES,MAVERICK-22-10-BND N618H,Logs & Surveys/PVA,Final PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0178.xlsx.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N516HF/Logs & Surveys/PVA/Fonda-23-02-BAL N516HF STK-1 FINAL Survey Report.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N516HF,Logs & Surveys/PVA,Final PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0179.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Logs & Surveys/PVA/Wrangler-STX-Unit-N732H - Final AC Report.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Logs & Surveys/PVA,Final PVA,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0180.pdf.json
"FP GRIFFIN/GATLIN WINSTON 3H/Drilling/Safety & Testing/422513209100-GATLIN,_WINSTON_3H-Fluid_Analysis-0001.pdf.PDF",FP GRIFFIN,GATLIN WINSTON 3H,Drilling/Safety & Testing,Fit Testing,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0181.pdf.json
"FP GRIFFIN/MAHAFFEY, SUE 8H/Drilling/Safety & Testing/422513161900-MAHAFFEY,_SUE_8H-Fluid_Analysis-0010.pdf.PDF",FP GRIFFIN,"MAHAFFEY, SUE 8H",Drilling/Safety & Testing,Fit Testing,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0182.pdf.json
"FP GRIFFIN/CALLAWAY, BARRY 1H/Drilling/Safety & Testing/422513395600-CALLAWAY,_BARRY_1H-Fluid_Analysis-0001.xls.XLS",FP GRIFFIN,"CALLAWAY, BARRY 1H",Drilling/Safety & Testing,Fit Testing,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0183.xls.json
"FP GRIFFIN/GARY BLACKWELL 1H/Drilling/Safety & Testing/422513082400-BLACKWELL,_GARY_1H-Fluid_Analysis-0008.pdf.pdf",FP GRIFFIN,GARY BLACKWELL 1H,Drilling/Safety & Testing,Fit Testing,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0184.pdf.json
"FP GRIFFIN/REEVES, MARTHA 2H/Drilling/Safety & Testing/423673472500-REEVES,_MARTHA_2H-Fluid_Analysis-0006.xls.XLS",FP GRIFFIN,"REEVES, MARTHA 2H",Drilling/Safety & Testing,Fit Testing,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0185.xls.json
"FP GRIFFIN/PITTS, CHARLES 3H/Drilling/Safety & Testing/422513199600-PITTS,_CHARLES_3H-Fluid_Analysis-0001.xls.XLS",FP GRIFFIN,"PITTS, CHARLES 3H",Drilling/Safety & Testing,Fit Testing,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0186.xls.json
"FP GRIFFIN/GATLIN WINSTON 3H/Completions/Frac/422513209100-GATLIN,_WINSTON_3H-TAB_Production-0001..PDF",FP GRIFFIN,GATLIN WINSTON 3H,Completions/Frac,Flow Back Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0187.pdf.json
"FP GRIFFIN/UYSALER AHMET 3H/Completions/Frac/422513114100-UYSALER,_AHMET_3H-TAB_Production-0003..PDF",FP GRIFFIN,UYSALER AHMET 3H,Completions/Frac,Flow Back Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0188.pdf.json
"FP GRIFFIN/NOWLIN BILLIE MARIE 1H/Completions/Frac/422513115500-NOWLIN,_BILLIE_MARIE_1H-TAB_Production-0001..PDF",FP GRIFFIN,NOWLIN BILLIE MARIE 1H,Completions/Frac,Flow Back Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0189.pdf.json
FP GRIFFIN/MURRIN BEAR CREEK 6H/Completions/Frac/424393219800-MURRIN_BEAR_CREEK_6H-TAB_Production-0002..PDF,FP GRIFFIN,MURRIN BEAR CREEK 6H,Completions/Frac,Flow Back Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0190.pdf.json
"FP GRIFFIN/ABSHIRE, WILLIAM 1H/Completions/Frac/422513280500-ABSHIRE,_WILLIAM_1H-TAB_Production-0002..PDF",FP GRIFFIN,"ABSHIRE, WILLIAM 1H",Completions/Frac,Flow Back Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0191.pdf.json
"FP GRIFFIN/GUTHRIE THOMAS 2H/Completions/Frac/422513107100-GUTHRIE,_THOMAS_2H-Chemical_Reports-0001.pdf.PDF",FP GRIFFIN,GUTHRIE THOMAS 2H,Completions/Frac,Flow Back Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0192.pdf.json
WESTLAKE RESOURCES/WILDCAT HOLLOW-16-33-PGN S512HF/Completions/Frac/REPORT WILDCAT HOLLOW-16-33-PGN S512HF Stage 27.pdf,WESTLAKE RESOURCES,WILDCAT HOLLOW-16-33-PGN S512HF,Completions/Frac,Frac Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0193.pdf.json
"FP GRIFFIN/MAHAFFEY SUE 5H/Completions/Frac/422513105000-MAHAFFEY,_SUE_5H-Frac_or_Stim_or_Sand_Control_Reports-0001.pdf.PDF",FP GRIFFIN,MAHAFFEY SUE 5H,Completions/Frac,Frac Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0194.pdf.json
FORMENTERA SOUTH TEXAS/PENDLETON-STX-UNIT N735H/Completions/Frac/PENDLETON-STX-UNIT N735H Stage 14 PLOTS.pdf,FORMENTERA SOUTH TEXAS,PENDLETON-STX-UNIT N735H,Completions/Frac,Frac Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0195.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Completions/Frac/WRANGLER-STX-UNIT N731H - Ticket - Stage 8.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Completions/Frac,Frac Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0196.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Completions/Frac/WRANGLER-STX-UNIT N734H - Print Out - Stage 37.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Completions/Frac,Frac Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0197.pdf.json
WESTLAKE RESOURCES/WILDCAT HOLLOW-16-33-PGN S516HF/Completions/Frac/WILDCAT HOLLOW-16-33-PGN S516HF Stage 67 PLOTS.pdf,WESTLAKE RESOURCES,WILDCAT HOLLOW-16-33-PGN S516HF,Completions/Frac,Frac Report,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0198.pdf.json
"FP GRIFFIN/DARINO, VINCENT 1H/Drilling/Programs/422513059100-DARINO,_VINCENT_1H-Geologic_Look_Back-0002.pdf.PDF",FP GRIFFIN,"DARINO, VINCENT 1H",Drilling/Programs,Geological Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0199.pdf.json
"FP GRIFFIN/CZAJKOWSKI, BRUNO 1/Drilling/Programs/424393338700-CZAJKOWSKI,_BRUNO_1H-SORCE-0005.pdf.PDF",FP GRIFFIN,"CZAJKOWSKI, BRUNO 1",Drilling/Programs,Geological Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0200.pdf.json
FP GRIFFIN/NOWLIN - DOYLE (SA) 2H/Drilling/Programs/422513446100-NOWLIN_-_DOYLE_(SA)_2H-Formation_Tops-0001.pdf.PDF,FP GRIFFIN,NOWLIN - DOYLE (SA) 2H,Drilling/Programs,Geological Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0201.pdf.json
FP GRIFFIN/BENBROOK UNIT 'C' FED 8H/Drilling/Programs/424393515800-BENBROOK_UNIT_C_FED_8H-Formation_Tops-0001.docx.DOCX,FP GRIFFIN,BENBROOK UNIT 'C' FED 8H,Drilling/Programs,Geological Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0202.docx.json
"FP GRIFFIN/CRABTREE, GARY 6/Drilling/Programs/422513141800-CRABTREE,_GARY_6H-Geologic_Look_Back-0002.pdf.PDF",FP GRIFFIN,"CRABTREE, GARY 6",Drilling/Programs,Geological Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0203.pdf.json
"FP GRIFFIN/LARRY TRULOVE 1H/Drilling/Programs/422513040500-TRULOVE,_LARRY_1H-Geologic_Look_Back-0001.pdf.PDF",FP GRIFFIN,LARRY TRULOVE 1H,Drilling/Programs,Geological Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0204.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Drilling/Geosteering/Patt 271 - Wrangler-STX-Unit N731H - Geosteering Report - 1730hrs - 01-27-2026.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Drilling/Geosteering,Geosteering Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0205.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N516HF/Drilling/Geosteering/Fonda -23-02 BAL N516HF_PM Report.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N516HF,Drilling/Geosteering,Geosteering Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0206.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Geosteering/Patt 285 - Hooey-STX-Unit-C-N736H - Geosteering Report - 1800hrs - 05-10-2026.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Geosteering,Geosteering Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0207.pdf.json
"WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S611HF/Drilling/Geosteering/Bull Mountain-31-18-DIV S611HF - 3_17_2026, 4_44_03 PM.pdf",WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S611HF,Drilling/Geosteering,Geosteering Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0208.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Drilling/Geosteering/Patt 285 - Revival STX Unit A S724H ST01 - Geosteering Report - 1715hrs - 02-28-2026.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Drilling/Geosteering,Geosteering Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0209.pdf.json
FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S733H/Drilling/Geosteering/Patt 271 - Donut Palace-STX-Unit-S733H - Geosteering Update - 0600hrs - 04-28-2026.pdf,FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S733H,Drilling/Geosteering,Geosteering Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0210.pdf.json
FP GRIFFIN/HENCKEN UNIT A FED 9H/Logs & Surveys/LWD/HENCKEN-UNIT-A-FEDERAL-9H_424393506400_GR_5TVD.pdf,FP GRIFFIN,HENCKEN UNIT A FED 9H,Logs & Surveys/LWD,LWD Real Time Data,,,pilot-skipped_tier,
FP GRIFFIN/HES A 3H/Logs & Surveys/LWD/HES-A-3_422513361700_GR_2MD.pdf,FP GRIFFIN,HES A 3H,Logs & Surveys/LWD,LWD Real Time Data,,,pilot-skipped_tier,
"FP GRIFFIN/BENNETT, DONALD 8H/Logs & Surveys/LWD/BENNETT-DONALD-8_422513234000_GR_5MD.pdf",FP GRIFFIN,"BENNETT, DONALD 8H",Logs & Surveys/LWD,LWD Real Time Data,,,pilot-skipped_tier,
FP GRIFFIN/HENCKEN UNIT A FED 5H/Logs & Surveys/LWD/HENCKEN-UNIT-A-FED-5H_424393505900_GR_5TVD.pdf,FP GRIFFIN,HENCKEN UNIT A FED 5H,Logs & Surveys/LWD,LWD Real Time Data,,,pilot-skipped_tier,
FP GRIFFIN/HYDE HICKMAN F 5H/Logs & Surveys/LWD/HYDE-HICKMAN-F-5_424393469700_GR_5MD.pdf,FP GRIFFIN,HYDE HICKMAN F 5H,Logs & Surveys/LWD,LWD Real Time Data,,,pilot-skipped_tier,
FP GRIFFIN/VODINE KENNY 1H/Logs & Surveys/LWD/VODINE-KENNY-1_422513245200_GR_5MD.tif,FP GRIFFIN,VODINE KENNY 1H,Logs & Surveys/LWD,LWD Real Time Data,,,pilot-skipped_tier,
"FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N734H/Logs & Surveys/Mass Spec/157068_FORMENTERA_WRANGLER-STX-UNIT N734H_SLWD Logs_19,000'MD.pdf",FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N734H,Logs & Surveys/Mass Spec,Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0217.pdf.json
"FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Logs & Surveys/Mass Spec/150857_Formentera_Hooey-STX-Unit-C-N736H_SLWD Logs_15,100'MD.pdf",FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Logs & Surveys/Mass Spec,Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0218.pdf.json
"FORMENTERA SOUTH TEXAS/DONUT PALACE-STX-UNIT S721H/Logs & Surveys/Mass Spec/157068_FORMENTERA_DONUT-PALACE-STX-UNIT-S721H_SLWD Logs_17,200'MD.pdf",FORMENTERA SOUTH TEXAS,DONUT PALACE-STX-UNIT S721H,Logs & Surveys/Mass Spec,Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0219.pdf.json
"FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Logs & Surveys/Mass Spec/149503_FORMENTERA_REVIVAL-STX-UNIT-B-S736H_SLWD Logs_18,000'MD.pdf",FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Logs & Surveys/Mass Spec,Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0220.pdf.json
"FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-B N724H/Logs & Surveys/Mass Spec/150857_FORMENTERA_HOOEY-STX-UNIT-B-N724H_SLWD Logs_11,400'MD.pdf",FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-B N724H,Logs & Surveys/Mass Spec,Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0221.pdf.json
"FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Logs & Surveys/Mass Spec/157068_FORMENTERA_WRANGLER-STX-UNIT N731H_SLWD Logs_22,600'MD.pdf",FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Logs & Surveys/Mass Spec,Mass Spec,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0222.pdf.json
